ProductID,Name,Category,Description,Price
933,Church,Electronics,Run term group somebody watch bank determine.,62.14
934,Term,Home & Kitchen,Low per want store smile there space evening.,99.6
935,Sport,Clothing,Recently value call play career decision cultural artist.,126.49
936,However,Toys,Add state identify seek student paper.,46.86
937,Wind,Books,Big they green relate not.,391.27
938,Manager,Books,Trade build tax suffer walk word.,195.42
939,Least,Home & Kitchen,Less assume again easy once speak pressure.,455.3
940,Nothing,Toys,Pull kid red his term administration wish.,203.18
941,Wonder,Books,Back hot book course break central yes without truth return.,253.73
942,Black,Home & Kitchen,Debate goal land board happy pressure approach language next often.,495.64
943,Fund,Sports,Financial not rise first sort event.,174.62
944,Drop,Toys,His expert get his.,291.83
945,Mr,Toys,Southern between much center simply.,102.04
946,Minute,Toys,That really identify laugh about.,111.77
947,Keep,Clothing,Where language show wind join near test.,415.05
948,Soldier,Clothing,Democrat camera similar movement cold difference or.,460.77
949,Claim,Sports,Dinner whatever community wrong recent.,108.75
950,Seek,Sports,Will record guy lay five including necessary black watch.,59.31
951,Too,Toys,Capital drop how situation adult strong.,448.5
952,Prepare,Books,Family consider play individual not drive shoulder bill.,101.37
953,Clear,Sports,Clearly either lay show traditional arm many else writer.,320.02
954,Address,Home & Kitchen,Late professional stuff nature figure cause partner focus from.,230.18
955,Knowledge,Electronics,Nice kitchen fly never media people score meet news.,6.19
956,Care,Home & Kitchen,Skill lay head large already Mr light.,265.11
957,Whatever,Sports,Far song bit lawyer Republican week.,395.36
